,SOURCE,TARGET,VOTE,RESULT
738,Secret,Legoktm,1,1
739,filelakeshoe,Legoktm,1,1
740,MaxSem,Legoktm,1,1
741,AutomaticStrikeout,Legoktm,1,1
742,Rcsprinter123,Legoktm,1,1
743,Joe Decker,Legoktm,1,1
744,GiantSnowman,Legoktm,1,1
745,RockMagnetist,Legoktm,1,1
746,Newyorkbrad,Legoktm,1,1
747,Pol430,Legoktm,1,1
748,TheOriginalSoni,Legoktm,1,1
749,Jack Phoenix,Legoktm,1,1
750,Petrb,Legoktm,1,1
751,The Devil's Advocate,Legoktm,1,1
752,Cncmaster,Legoktm,1,1
753,I am One of Many,Legoktm,1,1
754,King of Hearts,Legoktm,1,1
755,Stalwart111,Legoktm,1,1
756,Miniapolis,Legoktm,1,1
757,LlamaAl,Legoktm,1,1
758,Ceranthor,Legoktm,1,1
759,Mkdw,Legoktm,1,1
760,PumpkinSky,Legoktm,1,1
761,Someguy1221,Legoktm,1,1
762,Paulmcdonald,Legoktm,1,1
763,Steven Zhang,Legoktm,1,1
764,Timotheus Canens,Legoktm,1,1
765,Gogo Dodo,Legoktm,1,1
766,Faizan Al-Badri,Legoktm,1,1
767,X!,Legoktm,1,1
768,Widr,Legoktm,1,1
769,Cameron11598,Legoktm,1,1
770,HMSSolent,Legoktm,1,1
771,Redrose64,Legoktm,1,1
772,Manning Bartlett,Legoktm,1,1
773,KTC,Legoktm,1,1
774,Mazca,Legoktm,1,1
775,Boing! said Zebedee,Legoktm,1,1
776,KumiokoCleanStart,Legoktm,1,1
777,Pratyya Ghosh,Legoktm,1,1
778,AGK,Legoktm,1,1
779,Callanecc,Legoktm,1,1
780,Amorymeltzer,Legoktm,1,1
781,Nathan Johnson,Legoktm,1,1
782,Arctic Kangaroo,Legoktm,1,1
783,Ks0stm,Legoktm,1,1
784,PinkAmpersand,Legoktm,1,1
785,B,Legoktm,1,1
786,Tucoxn,Legoktm,1,1
787,TCN7JM,Legoktm,1,1
788,Chick Bowen,Legoktm,1,1
789,SlimVirgin,Legoktm,1,1
790,Ronhjones,Legoktm,1,1
791,Reedy,Legoktm,1,1
792,TBrandley,Legoktm,1,1
793,,Legoktm,1,1
794,Rjd0060,Legoktm,1,1
795,Killiondude,Legoktm,1,1
796,Kudpung,Legoktm,1,1
797,Piotrus,Legoktm,1,1
798,Tazerdadog,Legoktm,1,1
799,Bgwhite,Legoktm,1,1
800,Salvio giuliano,Legoktm,1,1
801,Camyoung54,Legoktm,1,1
802,Huon,Legoktm,1,1
803,Mediran,Legoktm,1,1
804,ADH10,Legoktm,1,1
805,Peridon,Legoktm,1,1
806,Thine Antique Pen,Legoktm,1,1
807,DGG,Legoktm,1,1
808,Vacation9,Legoktm,1,1
809,IRWolfie-,Legoktm,1,1
810,Snow Blizzard,Legoktm,1,1
811,Theopolisme,Legoktm,1,1
812,Jafeluv,Legoktm,1,1
813,Jebus989,Legoktm,1,1
814,Snowolf,Legoktm,1,1
815,Thehelpfulone,Legoktm,1,1
816,DerHexer,Legoktm,1,1
817,Shadowjams,Legoktm,1,1
818,Trusilver,Legoktm,1,1
819,Armbrust,Legoktm,1,1
820,Soap,Legoktm,1,1
821,Sven Manguard,Legoktm,1,1
822,My76Strat,Legoktm,1,1
823,Keegan,Legoktm,1,1
824,ZappaOMati,Legoktm,1,1
825,Philosopher,Legoktm,1,1
826,Addshore,Legoktm,1,1
827,Scray,Legoktm,1,1
828,MONGO,Legoktm,1,1
829,Ktr101,Legoktm,1,1
830,Stephen,Legoktm,1,1
831,Go Phightins!,Legoktm,1,1
832,Bibliomaniac15,Legoktm,1,1
833,Sparklism,Legoktm,1,1
834,Yunshui,Legoktm,1,1
835,Dougweller,Legoktm,1,1
836,Ret.Prof,Legoktm,1,1
837,Rogerd,Legoktm,1,1
838,Patar knight,Legoktm,1,1
839,DanielTom,Legoktm,1,1
840,Tryptofish,Legoktm,1,1
841,Harej,Legoktm,1,1
842,Epeefleche,Legoktm,1,1
843,Doctree,Legoktm,1,1
844,RegentsPark,Legoktm,1,1
845,Kevin12xd,Legoktm,1,1
846,Imzadi1979,Legoktm,1,1
847,Bsadowski1,Legoktm,1,1
848,Matthewrbowker,Legoktm,1,1
849,QuiteUnusual,Legoktm,1,1
850,Razionale,Legoktm,1,1
851,Starblind,Legoktm,1,1
852,Adjwilley,Legoktm,1,1
853,Moe Epsilon,Legoktm,1,1
854,MrX,Legoktm,1,1
855,Inks.LWC,Legoktm,1,1
856,WorldTraveller101,Legoktm,1,1
857,とある白い猫,Legoktm,1,1
858,A930913,Legoktm,1,1
859,Eeekster,Legoktm,1,1
860,OlEnglish,Legoktm,1,1
861,Scott5114,Legoktm,1,1
862,WilyD,Legoktm,-1,1
863,Colonel Warden,Legoktm,-1,1
864,avriette,Legoktm,-1,1
865,Nick,Legoktm,0,1
866,Axl,Legoktm,0,1
867,RightCowLeftCoast,Legoktm,0,1
868,Dru of Id,Legoktm,0,1
869,Status,Lord Roem,1,1
870,Hahc21,Lord Roem,1,1
871,NuclearWarfare,Lord Roem,1,1
872,Ceranthor,Lord Roem,1,1
873,Dank,Lord Roem,1,1
874,Nouniquenames,Lord Roem,1,1
875,Jan eissfeldt,Lord Roem,1,1
876,Go Phightins!,Lord Roem,1,1
877,INeverCry,Lord Roem,1,1
878,The ed17,Lord Roem,1,1
879,AutomaticStrikeout,Lord Roem,1,1
880,Jebus989,Lord Roem,1,1
881,Rzuwig,Lord Roem,1,1
882,Kiefer.Wolfowitz,Lord Roem,1,1
883,John F. Lewis,Lord Roem,1,1
884,The Illusive Man,Lord Roem,1,1
885,Rschen7754,Lord Roem,1,1
886,Wehwalt,Lord Roem,1,1
887,Sven Manguard,Lord Roem,1,1
888,EdJohnston,Lord Roem,1,1
889,C678,Lord Roem,1,1
890,AlexandrDmitri,Lord Roem,1,1
891,Courcelles,Lord Roem,1,1
892,Prioryman,Lord Roem,1,1
893,Kurtis,Lord Roem,1,1
894,Ymblanter,Lord Roem,1,1
895,Mark Arsten,Lord Roem,1,1
896,Hawkeye7,Lord Roem,1,1
897,Anthony Bradbury,Lord Roem,1,1
898,Sue Rangell,Lord Roem,1,1
899,Cmach7,Lord Roem,1,1
900,Ironholds,Lord Roem,1,1
901,Ktr101,Lord Roem,1,1
902,Roger Davies,Lord Roem,1,1
903,GorillaWarfare,Lord Roem,1,1
904,Rcsprinter123,Lord Roem,1,1
905,Callanecc,Lord Roem,1,1
906,AGK,Lord Roem,1,1
907,JayJay,Lord Roem,1,1
908,Tony1,Lord Roem,1,1
909,MJ94,Lord Roem,1,1
910,Legoktm,Lord Roem,1,1
911,Pol430,Lord Roem,1,1
912,Inks.LWC,Lord Roem,1,1
913,Wizardman,Lord Roem,1,1
914,Alanscottwalker,Lord Roem,1,1
915,Addshore,Lord Roem,1,1
916,MrX,Lord Roem,1,1
917,Fox Wilson,Lord Roem,1,1
918,Richwales,Lord Roem,1,1
919,Reaper Eternal,Lord Roem,1,1
920,Wctaiwan,Lord Roem,1,1
921,Kumioko,Lord Roem,1,1
922,Carrite,Lord Roem,1,1
923,Pratyya Ghosh,Lord Roem,1,1
924,Spencer,Lord Roem,1,1
925,Someguy1221,Lord Roem,1,1
926,The Anonymouse,Lord Roem,1,1
927,Torreslfchero,Lord Roem,1,1
928,Sparklism,Lord Roem,1,1
929,Mediran,Lord Roem,1,1
930,Brookie,Lord Roem,1,1
931,Stalwart111,Lord Roem,1,1
932,Sir Nicholas de Mimsy-Porpington,Lord Roem,1,1
933,Espresso Addict,Lord Roem,1,1
934,Filelakeshoe,Lord Roem,1,1
935,Mr. Stradivarius,Lord Roem,1,1
936,Daniel,Lord Roem,1,1
937,GiantSnowman,Lord Roem,1,1
938,Ched,Lord Roem,1,1
939,Morning Sunshine,Lord Roem,1,1
940,Wifione,Lord Roem,1,1
941,Steven Zhang,Lord Roem,1,1
942,Thine Antique Pen,Lord Roem,1,1
943,Philosopher,Lord Roem,1,1
944,X!,Lord Roem,1,1
945,Ritchie333,Lord Roem,1,1
946,MONGO,Lord Roem,1,1
947,Floating Boat,Lord Roem,1,1
948,Salvidrim,Lord Roem,1,1
949,Mohamed CJ,Lord Roem,1,1
950,Rogerd,Lord Roem,1,1
951,Dreadstar,Lord Roem,1,1
952,SilkTork,Lord Roem,1,1
953,Vacation9,Lord Roem,1,1
954,King of Hearts,Lord Roem,1,1
955,Mlpearc,Lord Roem,1,1
956,Jasper Deng,Lord Roem,1,1
957,DaGizza,Lord Roem,1,1
958,Hobit,Lord Roem,1,1
959,Webclient101,Lord Roem,1,1
960,Neotarf,Lord Roem,1,1
961,WereSpielChequers,Lord Roem,1,1
962,RegentsPark,Lord Roem,1,1
963,CaSJer,Lord Roem,1,1
964,Axl,Lord Roem,1,1
965,LlamaAl,Lord Roem,1,1
966,Ks0stm,Lord Roem,1,1
967,Nyttend,Lord Roem,1,1
968,Orlady,Lord Roem,1,1
969,Majoreditor,Lord Roem,1,1
970,Pedro,Lord Roem,1,1
971,Trevj,Lord Roem,1,1
972,Secret,Lord Roem,1,1
973,Miniapolis,Lord Roem,1,1
974,Titodutta,Lord Roem,1,1
975,TBrandley,Lord Roem,1,1
976,Tom Morris,Lord Roem,1,1
977,RP459,Lord Roem,1,1
978,Timotheus Canens,Lord Roem,1,1
979,Michaelzeng7,Lord Roem,1,1
980,Ryan Postlethwaite,Lord Roem,1,1
981,Érico Júnior Wouters,Lord Roem,1,1
982,Guy Macon,Lord Roem,1,1
983,Nick-D,Lord Roem,1,1
984,Ben MacDui,Lord Roem,1,1
985,Peridon,Lord Roem,1,1
986,Atethnekos,Lord Roem,1,1
987,Scottywong,Lord Roem,1,1
988,GregJackP,Lord Roem,1,1
989,Stephen,Lord Roem,1,1
990,Royalbroil,Lord Roem,1,1
991,Leaky caldron,Lord Roem,1,1
992,Wikiwind,Lord Roem,1,1
993,Guettarda,Lord Roem,1,1
994,James086,Lord Roem,1,1
995,LemonTwinkle,Lord Roem,1,1
996,Darkwind,Lord Roem,1,1
997,Widr,Lord Roem,1,1
998,Malcolmxl5,Lord Roem,1,1
999,Newyorkbrad,Lord Roem,1,1
1000,AlexiusHoratius,Lord Roem,1,1
1001,Seraphimblade,Lord Roem,1,1
1002,Sunray,Lord Roem,1,1
1003,Mkdw,Lord Roem,1,1
1004,Kudpung,Lord Roem,1,1
1005,FeydHuxtable,Lord Roem,1,1
1006,Doctree,Lord Roem,1,1
1007,Tryptofish,Lord Roem,-1,1
1008,Salvio  giuliano,Lord Roem,-1,1
1009,My76Strat,Lord Roem,-1,1
1010,John,Lord Roem,-1,1
1011,Dennis Brown,Lord Roem,-1,1
1012,Claritas,Lord Roem,-1,1
1013,George Ponderevo,Lord Roem,-1,1
1014,Nathan Johnson,Lord Roem,-1,1
1015,Jayen466,Lord Roem,-1,1
1016,Amadscientist,Lord Roem,-1,1
1017,Ceoil,Lord Roem,-1,1
1018,Jusdafax,Lord Roem,-1,1
1019,Hullaballoo Wolfowitz,Lord Roem,-1,1
1020,TParis,Lord Roem,0,1
1021,Intothatdarkness,Lord Roem,0,1
1022,Thompson.matthew,Lord Roem,0,1
1023,The Rambling Man,Mattythewhite,1,1
1024,Oldelpaso,Mattythewhite,1,1
1025,Mr. Stradivarius,Mattythewhite,1,1
1026,Number 57,Mattythewhite,1,1
1027,King of Hearts,Mattythewhite,1,1
1028,Garion96,Mattythewhite,1,1
1029,Secret,Mattythewhite,1,1
1030,DUCKISJAMMMY,Mattythewhite,1,1
1031,KumiokoCleanStart,Mattythewhite,1,1
1032,Woody,Mattythewhite,1,1
1033,MelbourneStar,Mattythewhite,1,1
1034,I am One of Many,Mattythewhite,1,1
1035,AutomaticStrikeout,Mattythewhite,1,1
1036,Dainomite,Mattythewhite,1,1
1037,Rschen7754,Mattythewhite,1,1
1038,Widr,Mattythewhite,1,1
1039,Faizan,Mattythewhite,1,1
1040,Jusdafax,Mattythewhite,1,1
1041,Struway2,Mattythewhite,1,1
1042,Kurtis,Mattythewhite,1,1
1043,Wehwalt,Mattythewhite,1,1
1044,Salvio giuliano,Mattythewhite,1,1
1045,Jebus989,Mattythewhite,1,1
1046,GiantSnowman,Mattythewhite,1,1
1047,Hahc21,Mattythewhite,1,1
1048,Ultraexactzz,Mattythewhite,1,1
1049,Buster7,Mattythewhite,1,1
1050,Dennis Brown,Mattythewhite,1,1
1051,Axl,Mattythewhite,1,1
1052,Boing! said Zebedee,Mattythewhite,1,1
1053,Fox Wilson,Mattythewhite,1,1
1054,Pratyya Ghosh,Mattythewhite,1,1
1055,Rzuwig,Mattythewhite,1,1
1056,JMHamo,Mattythewhite,1,1
1057,Joe Decker,Mattythewhite,1,1
1058,Minimac,Mattythewhite,1,1
1059,SmokeyJoe,Mattythewhite,1,1
1060,Bluerasberry,Mattythewhite,1,1
1061,069952497a,Mattythewhite,1,1
1062,JayJay,Mattythewhite,1,1
1063,Webclient101,Mattythewhite,1,1
1064,Stalwart111,Mattythewhite,1,1
1065,Inks.LWC,Mattythewhite,1,1
1066,Mkdw,Mattythewhite,1,1
1067,Tolly4bolly,Mattythewhite,1,1
1068,Mohamed CJ,Mattythewhite,1,1
1069,Scray,Mattythewhite,1,1
1070,Newyorkbrad,Mattythewhite,1,1
1071,Andrew Stiff,Mattythewhite,1,1
1072,Carrite,Mattythewhite,1,1
1073,Kierzek,Mattythewhite,1,1
1074,Spencer,Mattythewhite,1,1
1075,LlamaAl,Mattythewhite,1,1
1076,RightCowLeftCoast,Mattythewhite,1,1
1077,TCN7JM,Mattythewhite,1,1
1078,Rogerd,Mattythewhite,1,1
1079,Status,Mattythewhite,1,1
1080,Someguy1221,Mattythewhite,1,1
1081,Plutonium27,Mattythewhite,1,1
1082,Addshore,Mattythewhite,1,1
1083,Stfg,Mattythewhite,1,1
1084,Miniapolis,Mattythewhite,1,1
1085,Lukeno94,Mattythewhite,1,1
1086,Trusilver,Mattythewhite,1,1
1087,CaSJer,Mattythewhite,1,1
1088,The ed17,Mattythewhite,1,1
1089,Keilana,Mattythewhite,1,1
1090,Dirtlawyer1,Mattythewhite,1,1
1091,Bbb23,Mattythewhite,1,1
1092,Go Phightins!,Mattythewhite,1,1
1093,Graham87,Mattythewhite,1,1
1094,Buffbills7701,Mattythewhite,1,1
1095,Giants2008,Mattythewhite,1,1
1096,Donner60,Mattythewhite,1,1
1097,Salix alba,Mattythewhite,1,1
1098,Brookie,Mattythewhite,1,1
1099,AGK,Mattythewhite,1,1
1100,RP459,Mattythewhite,1,1
1101,MONGO,Mattythewhite,1,1
1102,Ironholds,Mattythewhite,1,1
1103,My76Strat,Mattythewhite,1,1
1104,Walls of Jericho,Mattythewhite,1,1
1105,Bearian,Mattythewhite,1,1
1106,Shawn in Montreal,Mattythewhite,1,1
1107,Pharaoh of the Wizards,Mattythewhite,1,1
1108,Ponyo,Mattythewhite,1,1
1109,WorldTraveller101,Mattythewhite,1,1
1110,Sparklism,Mattythewhite,1,1
1111,Numbermaniac,Mattythewhite,1,1
1112,JetBlast,Mattythewhite,1,1
1113,Adjwilley,Mattythewhite,1,1
1114,SlimVirgin,Mattythewhite,1,1
1115,Black Kite,Mattythewhite,1,1
1116,Ronhjones,Mattythewhite,1,1
1117,HMSSolent,Mattythewhite,1,1
1118,Cindamuse,Mattythewhite,1,1
1119,Ktr101,Mattythewhite,1,1
1120,Collect,Mattythewhite,1,1
1121,Y,Mattythewhite,1,1
1122,AlexiusHoratius,Mattythewhite,1,1
1123,Doctree,Mattythewhite,1,1
1124,Ankit Maity,Mattythewhite,1,1
1125,Nathan Johnson,Mattythewhite,-1,1
1126,,Mattythewhite,-1,1
1127,Kiefer.Wolfowitz,Mattythewhite,-1,1
1128,,Mattythewhite,-1,1
1129,DGG,Mattythewhite,-1,1
1130,TCO,Mattythewhite,-1,1
1131,IRWolfie-,Mattythewhite,-1,1
1132,Intothatdarkness,Mattythewhite,-1,1
1133,Cncmaster,Mattythewhite,0,1
1134,MugsWrit,Mattythewhite,0,1
1135,Tryptofish,Mattythewhite,0,1
1136,Kudpung,Mattythewhite,0,1
1137,Hahc21,Miniapolis,1,1
1138,John F. Lewis,Miniapolis,1,1
1139,KillerChihuahua,Miniapolis,1,1
1140,The Utahraptor,Miniapolis,1,1
1141,Mlpearc,Miniapolis,1,1
1142,Stfg,Miniapolis,1,1
1143,Mark Arsten,Miniapolis,1,1
1144,LlamaAl,Miniapolis,1,1
1145,Chrishonduras,Miniapolis,1,1
1146,Status,Miniapolis,1,1
1147,TBrandley,Miniapolis,1,1
1148,BDD,Miniapolis,1,1
1149,BuickCenturyDriver,Miniapolis,1,1
1150,Diannaa,Miniapolis,1,1
1151,Stephen,Miniapolis,1,1
1152,Someguy1221,Miniapolis,1,1
1153,Kurtis,Miniapolis,1,1
1154,Pharaoh of the Wizards,Miniapolis,1,1
1155,Swarm,Miniapolis,1,1
1156,Boing! said Zebedee,Miniapolis,1,1
1157,Brookie,Miniapolis,1,1
1158,Trevj,Miniapolis,1,1
1159,Tryptofish,Miniapolis,1,1
1160,78.26,Miniapolis,1,1
1161,Gobonobo,Miniapolis,1,1
1162,Jebus989,Miniapolis,1,1
1163,It Is Me Here,Miniapolis,1,1
1164,Secret,Miniapolis,1,1
1165,RP459,Miniapolis,1,1
1166,Inka 888,Miniapolis,1,1
1167,Garamond Lethe,Miniapolis,1,1
1168,Jusdafax,Miniapolis,1,1
1169,Marcus Qwertyus,Miniapolis,1,1
1170,Epbr123,Miniapolis,1,1
1171,Deb,Miniapolis,1,1
1172,Ks0stm,Miniapolis,1,1
1173,Pratyya Ghosh,Miniapolis,1,1
1174,Dainomite,Miniapolis,1,1
1175,Elen of the Roads,Miniapolis,1,1
1176,Rogerd,Miniapolis,1,1
1177,Kraxler,Miniapolis,1,1
1178,Dennis Brown,Miniapolis,1,1
1179,Stalwart111,Miniapolis,1,1
1180,Yrtneg,Miniapolis,1,1
1181,Nyttend,Miniapolis,1,1
1182,Torchiest,Miniapolis,1,1
1183,INeverCry,Miniapolis,1,1
1184,Wizardman,Miniapolis,1,1
1185,Filelakeshoe,Miniapolis,1,1
1186,RegentsPark,Miniapolis,1,1
1187,Arctic Kangaroo,Miniapolis,1,1
1188,IComputerSaysNo,Miniapolis,1,1
1189,A7x,Miniapolis,1,1
1190,Ktr101,Miniapolis,1,1
1191,Pol430,Miniapolis,1,1
1192,Cncplayer,Miniapolis,1,1
1193,Carrite,Miniapolis,1,1
1194,Mkdw,Miniapolis,1,1
1195,Mediran,Miniapolis,1,1
1196,Inks.LWC,Miniapolis,1,1
1197,Moonriddengirl,Miniapolis,1,1
1198,Peridon,Miniapolis,1,1
1199,Joe Decker,Miniapolis,1,1
1200,Anthony Bradbury,Miniapolis,1,1
1201,Mr. Stradivarius,Miniapolis,1,1
1202,MONGO,Miniapolis,1,1
1203,Torreslfchero,Miniapolis,1,1
1204,Chick Bowen,Miniapolis,1,1
1205,The ed17,Miniapolis,1,1
1206,Dirtlawyer1,Miniapolis,1,1
1207,Cmckain14,Miniapolis,1,1
1208,Foxj,Miniapolis,1,1
1209,Soap,Miniapolis,1,1
1210,Hawkeye7,Miniapolis,1,1
1211,PaleAqua,Miniapolis,1,1
1212,Tyrol5,Miniapolis,1,1
1213,Trusilver,Miniapolis,1,1
1214,Mscuthbert,Miniapolis,1,1
1215,Kudpung,Miniapolis,1,1
1216,Kim Dent-Brown,Miniapolis,1,1
1217,99of9,Miniapolis,1,1
1218,Ched,Miniapolis,1,1
1219,Lectonar,Miniapolis,1,1
1220,RayAYang,Miniapolis,1,1
1221,Go Phightins!,Miniapolis,-1,1
1222,DGG,Miniapolis,-1,1
1223,AutomaticStrikeout,Miniapolis,-1,1
1224,Shadowjams,Miniapolis,-1,1
1225,WilyD,Miniapolis,-1,1
1226,Kiefer.Wolfowitz,Miniapolis,-1,1
1227,TParis,Miniapolis,-1,1
1228,GiantSnowman,Miniapolis,-1,1
1229,Intothatdarkness,Miniapolis,-1,1
1230,Keepscases,Miniapolis,-1,1
1231,Kierzek,Miniapolis,-1,1
1232,Spencer,Miniapolis,-1,1
1233,Pichpich,Miniapolis,-1,1
1234,Espresso Addict,Miniapolis,-1,1
1235,Axl,Miniapolis,-1,1
1236,Wikipedian Penguin,Miniapolis,-1,1
1237,Colonel Warden,Miniapolis,-1,1
1238,Salvio  giuliano,Miniapolis,-1,1
1239,Hobit,Miniapolis,-1,1
1240,DeltaQuad,Miniapolis,-1,1
1241,Mark91,Miniapolis,-1,1
1242,Hullaballoo Wolfowitz,Miniapolis,-1,1
1243,Glrx,Miniapolis,-1,1
1244,Bwilkins,Miniapolis,-1,1
1245,Staberinde,Miniapolis,0,1
1246,Riley Huntley,Miniapolis,0,1
1247,gwickwire,Miniapolis,0,1
1248,Thumperward,Miniapolis,0,1
1249,TCO,Miniapolis,0,1
1250,Bagumba,Miniapolis,0,1
1251,Ymblanter,Miniapolis,0,1
1252,INeverCry,Mkdw,1,1
1253,Yunshui,Mkdw,1,1
1254,Reaper Eternal,Mkdw,1,1
1255,Ultraexactzz,Mkdw,1,1
1256,Deb,Mkdw,1,1
1257,MrX,Mkdw,1,1
1258,Kurtis,Mkdw,1,1
1259,AutomaticStrikeout,Mkdw,1,1
1260,Someguy1221,Mkdw,1,1
1261,Erik,Mkdw,1,1
1262,Gigs,Mkdw,1,1
1263,TParis,Mkdw,1,1
1264,DrumstickJuggler,Mkdw,1,1
1265,Stfg,Mkdw,1,1
1266,Tolly4bolly,Mkdw,1,1
1267,Joe Decker,Mkdw,1,1
1268,TelevisionMan13,Mkdw,1,1
1269,NintendoFan,Mkdw,1,1
1270,Peridon,Mkdw,1,1
1271,TCN7JM,Mkdw,1,1
1272,Rschen7754,Mkdw,1,1
1273,Inks.LWC,Mkdw,1,1
1274,WorldTraveller101,Mkdw,1,1
1275,Dainomite,Mkdw,1,1
1276,Cncmaster,Mkdw,1,1
1277,Miniapolis,Mkdw,1,1
1278,King of Hearts,Mkdw,1,1
1279,Webclient101,Mkdw,1,1
1280,OlEnglish,Mkdw,1,1
1281,Huon,Mkdw,1,1
1282,Sparklism,Mkdw,1,1
1283,Jebus989,Mkdw,1,1
1284,Mr. Stradivarius,Mkdw,1,1
1285,Riana,Mkdw,1,1
1286,Michig,Mkdw,1,1
1287,Dennis Brown,Mkdw,1,1
1288,069952497a,Mkdw,1,1
1289,Faizan Al-Badri,Mkdw,1,1
1290,Widr,Mkdw,1,1
1291,LlamaAl,Mkdw,1,1
1292,Go Phightins!,Mkdw,1,1
1293,Manning Bartlett,Mkdw,1,1
1294,Ktr101,Mkdw,1,1
1295,Rogerd,Mkdw,1,1
1296,Amorymeltzer,Mkdw,1,1
1297,Scott Martin,Mkdw,1,1
1298,Cabe6403,Mkdw,1,1
1299,Arctic Kangaroo,Mkdw,1,1
1300,Bonkers The Clown,Mkdw,1,1
1301,Vigyani,Mkdw,1,1
1302,GiantSnowman,Mkdw,1,1
1303,Tokyogirl79,Mkdw,1,1
1304,Piotrus,Mkdw,1,1
1305,Thumperward,Mkdw,1,1
1306,The Anonymouse,Mkdw,1,1
1307,John,Mkdw,1,1
1308,RightCowLeftCoast,Mkdw,1,1
1309,Boing! said Zebedee,Mkdw,1,1
1310,Mlpearc,Mkdw,1,1
1311,The ed17,Mkdw,1,1
1312,Ronhjones,Mkdw,1,1
1313,KumiokoCleanStart,Mkdw,1,1
1314,Axl,Mkdw,1,1
1315,Colonel Warden,Mkdw,1,1
1316,Mediran,Mkdw,1,1
1317,The Interior,Mkdw,1,1
1318,Ret.Prof,Mkdw,1,1
1319,Dirtlawyer1,Mkdw,1,1
1320,Tryptofish,Mkdw,1,1
1321,Revolution1221,Mkdw,1,1
1322,MelbourneStar,Mkdw,1,1
1323,Marek69,Mkdw,1,1
1324,Legoktm,Mkdw,1,1
1325,Minimac,Mkdw,1,1
1326,Mike 7,Mkdw,1,1
1327,Adjwilley,Mkdw,1,1
1328,Chick Bowen,Mkdw,1,1
1329,Rzuwig,Mkdw,1,1
1330,ZappaOMati,Mkdw,1,1
1331,Kudpung,Mkdw,1,1
1332,Tucoxn,Mkdw,1,1
1333,Stalwart111,Mkdw,1,1
1334,Catfish Jim,Mkdw,1,1
1335,Gilderien,Mkdw,1,1
1336,Prodego,Mkdw,1,1
1337,RexxS,Mkdw,1,1
1338,Tom Morris,Mkdw,1,1
1339,Status,Mkdw,1,1
1340,RegentsPark,Mkdw,1,1
1341,Marcus Qwertyus,Mkdw,1,1
1342,Jusdafax,Mkdw,1,1
1343,Brookie,Mkdw,1,1
1344,AGK,Mkdw,1,1
1345,Solomon7968,Mkdw,1,1
1346,Bwilkins,Mkdw,1,1
1347,MONGO,Mkdw,1,1
1348,78.26,Mkdw,1,1
1349,Bluerasberry,Mkdw,1,1
1350,Wizardman,Mkdw,1,1
1351,SmokeyJoe,Mkdw,1,1
1352,Smtchahal,Mkdw,1,1
1353,LindsayH,Mkdw,1,1
1354,Tyrol5,Mkdw,1,1
1355,Jackson Peebles,Mkdw,1,1
1356,Apteva,Mkdw,-1,1
1357,DanielTom,Mkdw,0,1
1358,Carrite,Mkdw,0,1
1359,Go Phightins!,Nthep,1,1
1360,Tazerdadog,Nthep,1,1
1361,Inks.LWC,Nthep,1,1
1362,TBrandley,Nthep,1,1
1363,Stalwart111,Nthep,1,1
1364,The Anonymouse,Nthep,1,1
1365,INeverCry,Nthep,1,1
1366,Amadscientist,Nthep,1,1
1367,Dennis Brown,Nthep,1,1
1368,Kurtis,Nthep,1,1
1369,Ushau97,Nthep,1,1
1370,Boing! said Zebedee,Nthep,1,1
1371,Collect,Nthep,1,1
1372,AutomaticStrikeout,Nthep,1,1
1373,Trusilver,Nthep,1,1
1374,Cncmaster,Nthep,1,1
1375,Newyorkbrad,Nthep,1,1
1376,Secret,Nthep,1,1
1377,B,Nthep,1,1
1378,RightCowLeftCoast,Nthep,1,1
1379,Chick Bowen,Nthep,1,1
1380,Miniapolis,Nthep,1,1
1381,Mediran,Nthep,1,1
1382,Espresso Addict,Nthep,1,1
1383,Spencer,Nthep,1,1
1384,Mjroots,Nthep,1,1
1385,Pharaoh of the Wizards,Nthep,1,1
1386,Stfg,Nthep,1,1
1387,Tolly4bolly,Nthep,1,1
1388,MelbourneStar,Nthep,1,1
1389,Jebus989,Nthep,1,1
1390,Keeper76,Nthep,1,1
1391,Peridon,Nthep,1,1
1392,Mabdul,Nthep,1,1
1393,Sitush,Nthep,1,1
1394,Stephen,Nthep,1,1
1395,Mike 7,Nthep,1,1
1396,Yunshui,Nthep,1,1
1397,It Is Me Here,Nthep,1,1
1398,Floating Boat,Nthep,1,1
1399,A7x,Nthep,1,1
1400,Carrite,Nthep,1,1
1401,Dirtlawyer1,Nthep,1,1
1402,Tryptofish,Nthep,1,1
1403,Mr. Stradivarius,Nthep,1,1
1404,James086,Nthep,1,1
1405,Morning Sunshine,Nthep,1,1
1406,Titodutta,Nthep,1,1
1407,Axl,Nthep,1,1
1408,CaSJer,Nthep,1,1
1409,MONGO,Nthep,1,1
1410,Joe Decker,Nthep,1,1
1411,Andrew Gray,Nthep,1,1
1412,KumiokoCleanStart,Nthep,1,1
1413,Someguy1221,Nthep,1,1
1414,Bearian,Nthep,1,1
1415,Rcsprinter123,Nthep,1,1
1416,RP459,Nthep,1,1
1417,Widr,Nthep,1,1
1418,Pratyya Ghosh,Nthep,1,1
1419,Seonookim,Nthep,1,1
1420,Rogerd,Nthep,1,1
1421,SlimVirgin,Nthep,1,1
1422,Jayjg,Nthep,1,1
1423,Makecat,Nthep,1,1
1424,Lowkeyvision,Nthep,1,1
1425,LindsayH,Nthep,1,1
1426,Doctree,Nthep,1,1
1427,Gilderien,Nthep,1,1
1428,PaleAqua,Nthep,1,1
1429,Vacation9,Nthep,1,1
